Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@EJAMUSIK,"asal menang adil aja gpp ya, kemaren gua ke tps mau coblos udah di coblos, sampai gua sobek² di depan saksi, terus pulang..... jadinya golput gua, males mau coblos lagi",menang adil apa kemarin gua tps coblos coblos gua sobek saksi pulang golput gua malas coblos,"Is it fair to win? Yesterday I didn't vote, I was torn, the witness went home and abstained from voting, I was too lazy to vote",0.4166666666666667,positive
@user-jk2ip8ko2u,Selamat buat pak Prabowo Subianto dan bang Gibran atas terpilihnya jdi Perseden Dan wakil presiden,selamat prabowo subianto abang gibran pilih den wakil presiden,"Congratulations, Prabowo Subianto, Brother Gibran, for choosing Vice President",0.0,neutral
@user-gs5go7uq2o,"Tetap pak Joko Widodo pilian rakyat,mas Gibran pak Prabowo ayo pak maju membangun negri ini lebih baik lagi dari pak Joko wi❤",joko widodo pilian rakyatmas gibran prabowo ayo maju bangun negeri joko wi,"Joko Widodo is the people's choice, Mas Gibran Prabowo, let's move forward to build Joko Wi's country",0.0,neutral
@imranhadifhadif7002,Kubu 01 dah pasti kalah bicaranya masih seperti itu.  Kelompok orang pembenci jokowi itu,kubu kalah bicara kelompok orang benci jokowi,The losing camp is talking about groups of people who hate Jokowi,-0.8,negative
@MarahTusolehah,Rak yat tak memilih partai tapi memili sosok pemipin🎉😂,rak yat pilih partai pil sosok pemipin,Rak yat choose the party pill leader figure,0.0,neutral
@imranhadifhadif7002,"Rakyat dah tau bung mahasisw, para gurubesar itu ada yg menggerakan.",rakyat tau mahasisw gurubesar gera,people know students of gera professors,0.0,neutral
@AbdulSalam-tu7sy,<b>Jika Pilpres berlangsung jujur dan adil maka AMIN menang satu Putaran</b>,pilpres jujur adil amin menang putar,"The presidential election is honest, fair, amen, win",0.6999999999999998,positive
@MayaBebe-nq1ee,Menang curang smoga cpt kena laknat,menang curang moga cepat kena laknat,cheated win may be cursed soon,0.8,positive
@cacanisa8883,Kalah ya kalah    bikin narasi yg engga..ngga.   bikin gaduh negara,kalah kalah bikin narasi bikin gaduh negara,lose lose make a narrative make a fuss country,0.0,neutral
@JumiMiati,"Dari dulu pasti yang kalah bilang ada kecurangan setiap pilpres,,<br>Legowo aja lah<br>Selamat buat pa Prabowo dan mas gibran<br>Semoga bisa membawa negara Indonesia bisa lebih maju",kalah bilang curang pilpreslegowo lahselamat prabowo mas gibransemoga bawa negara indonesia maju,"Losers say the presidential election was fraudulent, Legowo, congratulations, Prabowo, Mas Gibran, may the country of Indonesia progress",-0.2,negative
@bangoralip4372,ahh  afa.  ada  sja,ah afa,ah afa,0.0,neutral
@NurJannah-tb3pd,Alhamdulillah pak Prabowo Gibran Masi tinggi semoga terus tinggi tuk Indonesia maju ✌️🫰👍❤️,alhamdulillah prabowo gibran moga indonesia maju,"Thank God, Prabowo Gibran, may Indonesia progress",0.0,neutral
@lisawidyantif6300,Salam 02 ✌️🥰❤️<br>Alhamdulillah,salam alhamdulillah,hello thank god,0.0,neutral
@ningsih7068,Kulahar depan motor beat es berapaan y gan ?,lahar motor beat es berapa gan,"How much is lava motorbike beat ice, bro",0.2,positive
@ganco2654,Di Malaysia mlh kubu ganjar yg curang😂,malaysia kubu ganjar curang,Malaysia is a stronghold for cheating,0.0,neutral
@suwarapmk1411,"Marakat bawah paling takut akergi  sama orang2 yang padai bersilat lidah,  karena kebanyakan orang pandai  buat nipu.",marakat takut akergi orang pada silat lidah banyak orang pandai nipu,"people are afraid of people going to silat tongues, many people are good at trickery",0.19999999999999998,positive
@DidinImadudin,Ahirnya yang dicita citakan terwujud,ahirnya cita cita wujud,finally the dream came true,0.175,positive
@bangoralip4372,baik  lah  ko.  datu  dan  ko  tiga  marikita  berdatu   padu,datu marikita datu padu,datu marikita datu padu,0.0,neutral
@user-ul7vh3pd8x,Wea kalah yo yerimakeun saja q pake curang2 segala. Dulu kalian curang prabowo menerima keputusan yg sangat curang. Sekarang mah kalah yo kalah saja,wea kalah yerimakeun ku pakai curang2 curang prabowo terima putus curang mah kalah kalah,"Wea lost, Yerimakeun, I used cheating, cheating, Prabowo accepted breaking up, cheating, I lost, lost",0.0,neutral
@AbdulHalim-xr7ox,Alhamdolillah,alhamdolillah,Alhamdulillah,0.0,neutral
@elsaviola4927,wkwkwkw 01 menagis😂😂😂😂😂😂,wkwkwkw menagis,hahahaha crying,0.0,neutral
@pakunggal2191,Tahniah kepada yang menjadi perseden Indonesia bagi tahun 2024 semuga Indonesia sukses kedepannya,tahniah den indonesia semuga indonesia sukses depan,"Congratulations to Indonesia, may Indonesia be successful in the future",0.375,positive
@indratmosetyadi1144,Quick count bukan penentu kemenangan,quick count tentu menang,quick count definitely wins,0.31666666666666665,positive
@user-dz3ce9eg8m,Buka lah mata kalian bnyk kecurangan,buka mata curang,open cheating eyes,0.0,neutral
@muhammadyayan4060,semoga terbaik bwt kdpnnya... bwt bpk yg trpilih jg jajarannya. mdh2n bs Amanah y demi kami rakyatmu,moga baik kdpnnya bpk trpilih jajar mudah amanah rakyat,I hope it will be good for him to be elected by the people's trust,0.7,positive
@dustyrun9663,"Indonesia bukan Filipina Bung, rakyat jawa karakternya ga sama, apapun kalau mereka merasa nyaman dan suka biar perut lapar kantong tongpo mereka tetep mikul duwur mendem jero. Camkan, ya!!",indonesia filipina rakyat jawa karakter apa nyaman suka biar perut lapar kantong tongpo mikul duwur mendem jero cam,indonesia philippines javanese people what character is it comfortable to like so that the stomach is hungry pouch tongpo mikul duwur mendem jero cam,0.4,positive
@alvinoaldotama,Kalau menang sorak sorai kalau kalah people power 😅,menang sorak sorai kalah people power,win cheers lose people power,0.8,positive
@alikhlas1099,"Assallamuallaikum,wr,wbk,,kami pejuang keluarga dinegri HK,,Alkamdulillah smg   Bapak Prabowo dan Mas Gibaran,sy do,akn   Negorone Aman ,tentram makmur lohjinawi,,dan   amanah 🤲🤲🤲👍👍👍🙏",assallamuallaikumwrwbkkami juang keluarga dinegri hkalkamdulillah moga prabowo mas gibaransy doakn negorone aman tentram makmur lohjinawidan amanah,"assalamualaikumwrwbkwe are fighting for the family in the country hkalkamdulillah may Prabowo mas gibaransy pray for negorone to be safe, peaceful, prosperous, lohjinawidan trustworthy",0.375,positive
@leniioke9002,Untuk bapak Prabowo..kelak bapak terpilih menjadi presiden.harapan saya jngn kasih jabatan apapun di kepemerintahan untuk 2 kandidat yang lost..ingat pak waktu debat kemarin.bagaimana senior tidak di hargai,prabowo kelak pilih presiden harap kasih jabat apa perintah kandidat lost debat kemarin senior harga,"Prabowo will be elected president in the future, please give him the position according to the candidate's orders lost yesterday's debate, senior price",0.0,neutral
@Maspur-eo9fy,warga jatim all in 02 ❤❤❤tenggelamkan 01.<br>Warga NU bukan milik 01.,warga jatim all tenggelam warga nu milik,"East Java residents all drowned, residents of Nu belong to",-0.1,negative
@achmaddjuhamsa8619,Bagaiman jika sudah merasa menang  ( No. 2 ) sudah melakukan pidato kemenangan pada tgl. 14 malam ???,bagaiman menang no pidato menang tanggal malam,how to win no speech win date night,0.8,positive
@FootballSparta_99,Butuh keajaiban tuhan ..gua gak ikhlas jika negara ini di pimpin oleh orang yg minim pengalaman dan tidak paham agama ..dimana hukum tuhan lah di atas segalanya jika ingin Pancasila itu benar benar terwujud..,butuh ajaib tuhan gua ikhlas negara pimpin orang minim alam paham agama mana hukum tuhan pancasila wujud,"It takes a miracle, God, I am sincere, the country is led by people who have little understanding of religion, where God's law of Pancasila exists",0.15625,positive
@ibra6989,Turun LANGSUNG KEPLOSOK2 DESA DAN WAWANCARAI Disetiap TPS PALING BAYAK PASLON NOMOR URUT BERAPA?<br>KALAU DIKAMPUNGKU KECAMATAN PETERONGAN KABUPATEN JOMBANG NOMOR 2 MELEDAAAKK<br>BIAR TIDAK MENIMBULKAN FITNAH,turun langsung keplosok2 desa wawancara tiap tps bayak paslon nomor urut berapakalau kampung camat peterongan kabupaten jombang nomor meledaaakkbiar timbul fitnah,"go straight down to the villages, interview each tps, how many paslons are there, what is the massage number, if the village is the peterong sub-district, jombang regency, the number is slanderous",0.1814814814814815,positive
@bennygalan1526,Semoga ini yg terbaik,moga baik,I hope it's good,0.7,positive
@user-ke2eo1me3m,Sukrom,sukrom,sugar,0.0,neutral
@FootballSparta_99,Bukan masalah menang kalah ..jika orang yg punya intelegensi tinggi pasti punya data tersendiri..jika ada kekeliruan,menang kalah orang intelegensi data sendiri keliru,win lose people intelligence data itself is wrong,0.15000000000000002,positive
@amerulapendi4571,"Udala pak,kasian lihat anggota kpps nya itu sampai pagi ketemu pagi ngasin ngurusin tp masi aja di bilang banyak temuan,kasian mereka ninggalin keluarga demi ngabdi pemilu.sama jada tidak percaya sama anggota kpps kalau seperti itu",udala pakkasian lihat anggota kpps pagi ketemu pagi ngasin urus bilang temuankasian tinggal keluarga ngabdi milu jada percaya anggota kpps,udala pakkasian see kpps members in the morning meet in the morning ngasin manage say meetuankasian live family ngabdi milu jada trust kpps members,0.13636363636363635,positive
@dwiaryanto8605,Gak sia &quot; Pilih pak prabowo,sia pilih prabowo,It's useless to vote for Prabowo,-0.5,negative
@handyfahma6798,Biasa kalau kalah ya bantahannya kecurangan...matanya pada gk melek tiap tps ada penjaga ada saksi...mata pada melotot dari berbagai saksi...kalau menyalahkan gampang cuk...UDAH AJA SILAHKAN MENANGIS DARAH DAN OMONG SAMPE MUTAH DARAH...NOMOR 2 tetap menang ....KASIHAAAAAAAAN DECH LO,kalah bantah curang mata melek tps jaga saksi mata melotot saksi salah gampang cuk sila menang darah omong mutah darah nomor menang kasihaaaaaaaan deh lo,"lose, argue, cheat, eyes are literate, but take care of the eyewitnesses, glare, the witness is wrong, it's easy, please win, blood, swearing, blood, winning number, thank you, you know",0.30833333333333335,positive
@lativala9128,Ah  itu itu aja  tak ada yang baru!,ah,ah,0.0,neutral
@user-bm9mw4zl8l,JANGAN PERCAYA CUICON SENUA HOC.,percaya cuicon senua hoc,trust cuicon senua hoc,0.0,neutral
@dharmantomanto4873,"Wkwkwk kasiam pendukung wam abud tukang kibul...uda buat2 fitna,hoax dan pakai kedok2 agama...ternyara rakyay uda paham dan bijak...makan tu fitna ,hoax dan    siap2 mempertanggung jawabkan kepada allah swt..",wkwkwk kasiam dukung wam abud tukang kibul buat2 fitnahoax pakai kedok2 agama ternyara rakyay paham bijak makan fitna hoax siap2 tanggung jawab allah swt,"wow, Kasiam supports Wam Abud, a slanderer who creates slanderous hoaxes using the guise of religion, apparently the people understand it is wise to eat slanderous hoaxes, get ready for Allah SWT's responsibility",0.2625,positive
@wasesojoko5169,"Presentasi pada partai masih masuk akal, karena mesin partai bekerja. Tapi soal presiden ini memang tentang  soal emosional pemilih",presentasi partai masuk akal mesin partai presiden emosional pilih,party presentation makes sense emotional presidential party machine vote,0.0,neutral
@edwarddaulaytambunan7283,"Yang menang jangan jumawa, yang kalah harus legowo....kalau salah langkah; biayanya besar...perlu kita perhatikan masa depan kita. Damai itu besar manfaatnya. GBU.",menang jumawa kalah legowo salah langkah biaya perhati damai manfaat gbu,win arrogant lose be humble wrong step cost attention peace benefit gbu,0.03333333333333336,positive
@bongkarbongkar8795,"Yg membuat 02 menang adalah Krn penuh dengan kesabaran wlpn dihujat oleh lawan&quot; nya.. palagi calon wapres no,03 Kata&quot;nya sangat berlebihan maka dari itu masyarakat tdk mau memilihnya.",menang penuh sabar wlpn hujat lawan palagi calon wapres no masyarakat pilih,"WLPN wins patiently and blasphemes opponents against the vice presidential candidate, no people vote",0.3,positive
@gusyudiss,ENDANGGG..,endanggg,endanggg,0.0,neutral
@sitisiti6665,jng menclonkan klu gak terima kekalahan,menclonkan terima kalah,clone accept defeat,0.0,neutral
@IstamarTamar-ds7om,Hapus sistim kontrak buruh Indonesia.,hapus sistim kontrak buruh indonesia,abolish the Indonesian labor contract system,0.0,neutral
@LaylaTrikarwa,Jangan mengada2kan kesalahan yg klah dh aja ikut aj sori yeeee,mengada2kan salah klah dah sori,I'm sorry if I made a mistake,-0.5,negative
@luthfibaihaqi8645,"02 win alhamdulillah, rombongan sakit hati silahkan anda nyungsep bersama junjungan anda",win alhamdulillah rombong sakit hati sila nyungsep junjung,"win, thank God, my heart hurts, please stand up",0.8,positive
@IstamarTamar-ds7om,Hore prabroro menang.,hore prabroro menang,"Hooray, Prabroro wins",0.3,positive
@ottokedawung1912,Udahlah bos akui saja kalah yg gentelman gitu loh......,bos aku kalah gentelman loh,"Boss, I lost my gentelman, you know",0.0,neutral
@sitisiti6665,semoga aj pak Prabowo jadi pemingpin yg baik.yg amanah.sayg sama rakyat dan bisa membangun negri ini jadi negri yg makmur,moga prabowo pemingpin amanah sayg rakyat bangun negeri negeri makmur,May Prabowo be the leader of the trust that the people build a prosperous state,0.0,neutral
@jaomiomi1438,Kamu itu udah jelas kalah banyak lali alasanmu,kalah lali alas,lost and forgotten the base,-0.8,negative
@mohdasribinosman4282,Wakanda forever,wakanda forever,wakanda forever,0.0,neutral
@adisp1708,Jangan bilang curang.. andaikan yg menang 01 .. kubu 02 dan 03 juga akan bilang begitu  andaikan yg menang 03 kubu 01 dan 02 juga bilang begitu .. siapa aja presidenya terima aja dengan hati tulus legowo. Semoga kita semua di berikan sehat selalu agar bisa mencari nafkah untuk keluarga . Salam damai kita semua bersaudara,bilang curang andai menang kubu bilang andai menang kubu bilang presidenya terima hati tulus legowo moga sehat cari nafkah keluarga salam damai saudara,"say it's cheating if you win, the camp says that if you win, the camp says that the president will accept it with a sincere heart, please be healthy, earn a living for the family, peace be upon you, brothers",0.65,positive
@baiqhidayahbaiqhidayah8768,Semoga indonesia tetap damai  dan sejahtera.,moga indonesia damai sejahtera,May Indonesia be peaceful and prosperous,0.25,positive
@martahumaira304,"Kalah dan menang itu biasa, tapi  jangan puas dulu krn proses belum selesai, yg penting pilihanku sudah dari hati yang paling dalam tanpa paksaan dan imbalan",kalah menang puas proses selesai pilih hati paksa imbal,"lose, win, be satisfied, the process is complete, choose your heart, force a return",0.46666666666666673,positive
@batubaracanelbbc668,GA SIA² GUE TABRAK...TABRAK MASUK😂😅,sia gue tabrak tabrak masuk,I crashed into,0.0,neutral
@ekoahmad3695,Kalau kalah kok gak trima.ttp prabowo yg ter baik,kalah terima prabowo ter,lost thanks to Prabowo ter,0.2,positive
@kustinahkus5209,Maaf ya pak yg pwnting jangan  ada buruk sangka  siapa pun supaya indonesia damae,maaf pwnting buruk sangka indonesia damae,sorry pwnting bad think Indonesia damae,-0.5999999999999999,negative
@BundaTutik-kv6mn,Akhirnya prabroro menang,prabroro menang,Prabroro wins,0.3,positive
@adjiyutup,"pelaksana pemilu itu KPU,<br>bukan lembaga survey..  😂😂😂😂",laksana milu kpubukan lembaga survey,like the milu of a survey institute,0.0,neutral
@user-um7nk6zl9x,Yang curang adalah mereka yg tidak menerima kekalahan..krna akan menimbulkan kecurangan ats yg memenangkan...,curang terima kalah timbul curang menang,"Cheating accepts losing, cheating wins",0.3,positive
@user-en5zk5rf8s,Ndak jelas gimana brow,indak brow,no brow,0.0,neutral
@GhhTgh,Bersatu la  Sumatera menuju indonesia perubahan menuju ekonomi maju,satu sumatera indonesia ubah ekonomi maju,one sumatera indonesia changes advanced economy,0.4,positive
@oktavianaorimalik1364,saya heran sama para pendukung Paslon yang kalah...udah kalah masih saja sombong menghina memfitnah 😢😢😢😢😢😢😢.  padahal saya melihat konten mereka yang kelaparan di jis lari ke GBK untuk mengambil makanan hadeuh kasian banget orang orang seperti ini dibiarkan hidup diindonesia ini,heran dukung paslon kalah kalah sombong hina fitnah konten lapar jis lari gbk ambil makan aduh kasihan banget orang orang biar hidup indonesia,"surprised, support paslon, lost, lost, arrogant, contempt, slander, content, hungry, just run away, don't eat, oh, what a pity for people, let Indonesia live",0.04545454545454545,positive
@sonybagaskara5446,Aceh banyak yg gila Wowo menang,aceh gila wowo menang,"Aceh is crazy, wow, you win",0.10000000000000002,positive
@MuhammadIsmail-cv7ih,kalah lapangkan dada mas indonesia milik kita dari sabang sampe marouke bersama,kalah lapang dada mas indonesia milik sabang marouke,Sabang Marouke's Indonesian bro is losing his temper,0.0,neutral
@masblangkonmancing,Ngono lah cerito ne ...😂,ngono cerito,that's the story,0.0,neutral
@linlinyulinar5167,JgnhRP di Lantik bnyakkecirangan pMta aku punyBukti😂😂😂😂😂,jgnhrp lantik bnyakkecirangan pmta punybukti,Don't try to appoint a lot of fraud for proof,0.0,neutral
@oktavianaorimalik1364,dari sini kita bisa belajar...orang yang selalu menghina bpak Prabowo gak bisa sholat dan ngaji tapi hasilnya Allah mendengar doa kita semua mereka yang kampanye di mesjid sholawatan di umbar umbar tapi akhirnya apa .... ingat lah urusann Sholat dan ngaji hanya kamu dan Allah yang tau 😊😊😊😊,ajar orang hina bpak prabowo sholat aji hasil allah dengar doa kampanye mesjid sholawatan umbar umbar urusann sholat aji allah tau,"Teach lowly people, Mr. Prabowo, to pray the Aji prayer, Allah's result, hearing the prayer, campaign, mosque, sholawatan, Umbar Umbar, the affairs of the Aji prayer, Allah knows",0.0,neutral
@user-pd3ms8hz9q,"La ,,, ini niii kalau kalah pasti cari narasi ,, yg curang ,yg mk,, itu lah preeeet",niii kalah cari narasi curang preeeet,niii lost looking for a cheating narrative preeeet,0.0,neutral
@linlinyulinar5167,😅😅😅kpps dr 02 salsidr 02   Ir curang😅😅,kpps salsidr ir curang,kpps salsidr ir cheating,0.0,neutral
@user-tj1qz4oi4i,terbukti  pedeipe telak jungkel,bukti pedeipe telak jungkel,the evidence of pedeipe telak junkel,0.0,neutral
@sisyagustin2045,"Selamat ya,Prabowo Gibran,semoga amanah,, tinggalkan saja Ganjar ,Anis,,nggak usah di toleh.",selamat yaprabowo gibransemoga amanah tinggal ganjar anisnggak toleh,"Congratulations, Yaprabowo Gibran, hopefully the trust remains, and Anis doesn't give up",0.0,neutral
@PutraPutra-yf5zk,"assalamualaikum Bu putri, saya anak perantauan, saya mendukung pak Prabowo Gibran,tapi saya tidak bisa nyoblos karena saya tidak ada KTP setempat,di sini kurang lebih 200  suara, tapi tidak bisa nyoblos, karena tidak punya KTP setempat, posisi nya di Jambi kec Merlung pekerja di PT Iis,inti Indosawit subur, bascem 1, bascem 3, juga bascem 2, tidak bisa nyoblos karena tidak punya KTP setempat, gimana solusinya bu",assalamualaikum bu putri anak rantau dukung prabowo gibrantapi nyoblos ktp setempatdi suara nyoblos ktp posisi jambi kec merlung kerja pt iisinti indosawit subur bascem bascem bascem nyoblos ktp solusi bu,assalamualaikum ma'am the daughter of the region support prabowo gibrantapi nyoblos ktp local in the voice of nyoblos ktp position jambi kec merlung work pt iisinti indosawit fertile bascem bascem bascem nyoblos ktp solution ma,0.0,neutral
@user-cx8ed9sj6q,Damailah Negaraku.....,damai negara,peaceful country,0.25,positive
@user-kd5xc4jw6t,No 2 menang,no menang,no win,-0.4,negative
@basabrenganda4349,"Saya tdk percaya dgn pemilu dan hasil pemilu,, rakyat hanya untuk alat elit,,",percaya milu hasil milu rakyat alat elit,believe that the results of the people's elections are tools of the elite,0.0,neutral
@user-xn2md1em7o,masih nunggu info acara makan SATE GULE BANTENG<br>infonya lurr,tunggu info acara makan sate gule bantenginfonya lurr,Wait for the info on the bull gule satay eating event. The info is out,0.0,neutral
@surosomajid5750,Janganlah percaya dgn survey yg tidak kredibel yg tidak bisa dipertanggung jawabkan yg rill itu dari KPU yaitu real count tp harus dikawal sesuaikan datanya yg dari C1 dgn hitungan KPU harus sama itu baru jujur dan sportif siapa yg kalah menerimanya dgn legowo siapa yg menang harus didukung siapapun capres cawapresnya itu yg benar pasti akan adem tidak ada keributan lain halnya klo tidak jujur tidak sportif dan curang  pasti kacau dam tidak akan beres mempertahankan kemenangan yg curang dgn cara2 REFRESIF yg pro walaupun salah dibela yg kontra walauun benar pasti di habiskan dan dibungkam,percaya survey kredibel tanggung jawab rill kpu real count kawal sesuai data c1 hitung kpu jujur sportif kalah terima legowo menang dukung capres cawapresnya adem ribut hal jujur sportif curang kacau dam beres tahan menang curang cara2 refresif pro salah bela kontra walauun habis bungkam,"believe in a credible survey, the real responsibility of the real KPU, the real count, guard according to the data, C1, the KPU's calculation, honest, sportsmanship, lose, accept it, let's win, support the presidential candidate, the vice presidential candidate is cool, noisy, honest, sportsmanship, cheating, messing up and getting it right, holding on, winning, cheating, repressive methods, pros, wrong, defending against cons, even if you keep quiet",0.3029761904761905,positive
@user-uq5gr6hq3r,Katanya minta all in...tuh sudah di all in 02.....,all tuh all,all tuh all,0.0,neutral
@OdoZul-tj7sm,"Atas keterpurukan dan kepercayaan masyarakat terhadap 03, itu atas ulah ketum PDIP sendiri,sombong,suka menghina rakyat miskin,padahal dan meng intimidasi pak Jokowi terus,padahal dia jadi presiden nga ada hasil bahkan Aset2 di negri ini banyak yg hilang di jual SM Bu mega",puruk percaya masyarakat ulah tum pdip sendirisombongsuka hina rakyat miskinpadahal meng intimidasi jokowi teruspadahal presiden hasil aset2 negeri hilang jual bu mega,"Puruk believes that the people are the actions of the PDP themselves, they are arrogant and like to insult the poor people, even though they continue to intimidate Jokowi, even though the president has lost the proceeds of the country's assets, selling them, Bu Mega.",-0.4,negative
@putriyani9389,"Kita jadi rakyat cuman melihat kinerja untuk rakyat dan Indonesia maju,jangan kita saling menjelekkan 01,02,03.tetep mereka putra putra terbaik untuk Indonesia maju",rakyat cuman kerja rakyat indonesia majujangan jelek putra putra baik indonesia maju,"the people just work for the people of Indonesia to advance, don't be bad sons, good sons of Indonesia to advance",5.551115123125783e-17,positive
@user-yh5hv9ow3k,Kalau pemilu sdh dilaksanakan janganlah mencari cari  alasan untuk tdk menerima hasil pemilu  soalnya sdh pilihan rakyat langsung sesuai dgn hati Nuraninya,milu laksana cari cari alas terima hasil milu pilih rakyat langsung sesuai hati nurani,"Milu is like looking for a basis for accepting the results of the Milu, electing the people directly according to their conscience",0.1,positive
@muhammadyunus3535,"Gk nyangka anis bisa sebesar itu, saya kira paling kecil loo...",sangka anis lo,I thought it was anise,0.0,neutral
@putriyani9389,"Intinya siapa yang menang dan kalah,untuk bangsa dan tanah air indonesia",inti menang kalahuntuk bangsa tanah air indonesia,The essence of winning and losing for the nation of Indonesia,0.5,positive
@alfahrifahri7724,Selalu saja d bilang curang kasian sejak dulu kalau ada pesta rakyat yg menang selalu d anggap curang terima saja kasiaan kalian.😂😂😂,bilang curang kasihan pesta rakyat menang anggap curang terima kasiaan,"say it's cheating, it's a pity that the people's party won, it's cheating, it's a thank you",-0.1,negative
@Al-Djokoan_Al-Hassani,Joko Mulyo Pratama Sosrodiharjo A.Md.Kom S.Hum. M.I.Kom Ph.D. <br>Muhammad Sulthan Atharazka S.E. M.P.P. Ph.D.,joko mulyo pratama sosrodiharjo a md kom si hum i kom ph muhammad sulthan atharazka si e p p ph,joko mulyo pratama sosrodiharjo a md kom si hum i kom ph muhammad sulthan atharazka si e p p ph,0.0,neutral
@user-yh5hv9ow3k,Ikrar jentelmen  siap menang dan siap kalah harus komitmen dan konsisten  terhadap kesatuan dan persatuan bangsa indonesia,ikrar jentelmen menang kalah komitmen konsisten satu satu bangsa indonesia,Gentelmen's pledge to win or lose is a consistent commitment to one Indonesian nation,0.525,positive
@user-or3hd7iv2w,Demokrasi harus lenyap dari indonesia<br>Demokrasi hanyalah alat untuk menutupi mata rakyat<br>Supaya para pejabat leluasa menguasai uang negara,demokrasi lenyap indonesiademokrasi alat tutup mata rakyatsupaya jabat leluasa kuasa uang negara,democracy is gone indonesiademocracy is a tool to close the people's eyes so that their office is free from the power of state money,0.4,positive
@trez8210,Tps 1 kelurahan di desaku 02 menang telak  Jawa Tengah,tps lurah desa menang telak jawa,TPS village head wins landslide in Java,0.3,positive
@syamahmad1610,Klo 02 menang di bilang curang. Andaikan klo 01 menang.. Apa menurut mereka?? Ini politik bang. Ada yg menang ada yg kalah. Kudu legowo.,menang bilang curang andai menang politik abang menang kalah kudu legowo,"If you win, say you cheat, if you win politics, brother, if you win, you have to accept it, if you lose, you have to accept it",0.8000000000000002,positive
@lingga3847,Yang menang merayakan 🎉<br>Yang kalah menjelaskan 🤡<br>Yang golput menertawakan 🤣,menang raya kalah golput tertawa,"win, lose, abstain, laugh",0.55,positive
@asepherdiansyah9040,Hayo paslon 3 dan paskon 1 menyatu untuk ngusut kecurangan,hayo paslon paskon satu ngusut curang,"Come on, the first paskon candidate is investigating cheating",0.25,positive
@gjhd-ov7vk,Alhamdulillah berkat kesabaran bapak prabowo akhir x terpilih smg bapak.amanah memimpin rakyat indonesia aku bangga  punya.prisiden  yang jujur dn.amanah kami adalah.rakyat kecil yang ingin ke sejahtraan yang tiada akhir selama bapak menjadi prisiden.semangat bapak probowo💪💪💪💪💪,alhamdulillah berkat sabar prabowo kali pilih moga amanah pimpin rakyat indonesia bangga prisiden jujur amanah rakyat sejahtraan tiada prisiden semangat probowo,"Alhamdulillah, thanks to Prabowo's patience, this time he is elected, I hope that the Indonesian people will be trusted to lead, the president will be honest, the people will be trusted, and the people will be prosperous without the president's spirit.",0.4,positive
@Al-Djokoan_Al-Hassani,Joko Mulyo Pratama Sosrodiharjo A.Md.Kom S.Hum. M.I.Kom Ph.D. <br>Presiden Kepulauan Republik Indonesia<br>Muhammad Izzam Bayu Rahman S.Hum. S.T.Pb. M.I.Kom. M.Pd.I. <br>Deputinya Presiden Republik Indonesia,joko mulyo pratama sosrodiharjo a md kom si hum i kom ph presiden pulau republik indonesiamuhammad izzam bayu rahman si hum si t pb i kom i deputi presiden republik indonesia,joko mulyo pratama sosrodiharjo a md kom si hum i kom ph president of the island of the republic of indonesiamuhammad izzam bayu rahman si hum si t pb i kom i deputy president of the republic of indonesia,0.0,neutral
@iwanjunior3369,Ditempat gw ujan gede ga mengganggu pencoblosan kan ada payung TPS nya juga kan ada atap nya ga terbuka 😂,tempat gue ujan gede ganggu coblos payung tps atap buka,where I live heavy rain disturb vote umbrella tps roof open,-0.02121212121212122,negative
@user-fb5kn9qi5w,Semoga pak prabowo amanah dlm segala hal afa fun sejahtra kn pak smua rakyat yg milih bapa.hidup prabowo✊✊✊,moga prabowo amanah afa fun sejahtra rakyat pilih bapa hidup prabowo,"May Prabowo be trustworthy, afa, fun and prosperous, the people will choose Prabowo's living father",0.3,positive
@Rafaelmanoppo,Siapapun yg terpilih dialah yg menentukan nasip rakyak kedepan.nomor dua toras gas,pilih tentu nasip rakyak depan nomor toras gas,Choose of course the fate of the people in front of the gas toras number,0.0,neutral
@user-tb4ss3kj5m,Yang mempengaruhi paslon no 2 bisa menang karena sayang anak,pengaruh paslon no menang sayang anak,"The influence of candidate pair no wins, dear children",-0.15,negative
@TablighFathonah-kh7nd,"Alhamdulillah Ya Allah, Ya Allah, siapapun yang menang menjadi Presiden dimasa depan adalah orang/pilihan yang terbaik menurut Allah..., Aamiin....,",alhamdulillah allah allah menang presiden masa orangpilihan baik allah amin,"Thank God, Allah won the presidency when Allah's good choice, amen",0.7,positive
@user-es5zm3xt1u,Aduh Bu Mega jadi pusing  dong 😮,aduh bu mega pusing,oh ma'am I'm so dizzy,0.0,neutral
@misnahyulestari9307,Kalau kalah bilang curang kalau menang bilang jujur.😂😂😂😂😂😂,kalah bilang curang menang bilang jujur,"If you lose you say you are cheating, you win say you are honest",0.7,positive
@user-cx8ed9sj6q,"Kita berdoa semoga, Negara kita Aman dan Damai.",doa moga negara aman damai,pray for a peaceful country,0.25,positive
@sakdermo4028,"Saya siapapun presidentnya no coment, tapi kalau kemenangan dgn kecurangan saya tidak rela, kerena mencederai demokrasi.",presidentnya no komentar menang curang rela rena cedera demokrasi,"The president, no comments, won by cheating willingly to injure democracy",0.25,positive
@IsiasihRahayu,Allah tdk diam. Azab utk yg curang,allah diam azab curang,"Allah is silent, the punishment is cheating",0.0,neutral
